,Unnamed: 0,id,correct_answer,question,answer0,answer1,answer2,numResults_answer0,numResults_answer1,numResults_answer2,numResults_Qanswer0,numResults_Qanswer1,numResults_Qanswer2,numResults_Q,numResults_Qanswer0_quoted,numResults_Qanswer1_quoted,numResults_Qanswer2_quoted,appearances_answer0,appearances_answer1,appearances_answer2
1426,1426,989311061512859648,Erie,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Superior,Erie,Ontario,119000000,7870000,47900000,2850,1500,90,3050,2220,95,2190,2,2,0
1427,1427,989310868419727360,House Hunters,Which of these shows typically features voiceover narration instead of an on-screen host?,Flip or Flop,Fixer Upper,House Hunters,11500000,5490000,62300000,6680,650,10700,45000,59,659,75,0,0,0
1428,1428,989310695455051776,Comic sans,The creator of which of these fonts has publicly declared it “the best font in the world”?,Comic sans,Papyrus,Helvetica,10600000,3030000,2660000,0,1,1,1,0,1,1,2,0,0
1429,1429,989310504521863170,Aretha Franklin,What music legend’s hat stole the show at the 2009 presidential inauguration?,Aretha Franklin,Keith Urban,Pharrell,93500000,12400000,5200000,3990,3420,9850,24300,9670,229,9160,9,0,0
1430,1430,989310327903981569,Writing letters,"By definition, an expert in amanuensis is helpful in what?",Administering shots,Writing letters,Cleaning lab equipment,74300,172000000,35200000,5190,1850,306,9180,0,33,0,0,0,0
1431,1431,989309925246623744,Chardonnay,What type of wine is spoiled in a hit ’90s song by Alanis Morissette?,Chardonnay,Sherry,Merlot,3000000,21200000,5210000,103,416,9,4550,53,308,8,0,0,0
1432,1432,989309488938221573,Monogrammed,Which term describes pajamas with initials stitched onto them?,Monogrammed,Monorailed,Monologued,3860000,214,19400,84900,194,2760,584000,7380,1,4,0,0,0
1433,1433,989309358113742848,Cookie jar,Which of these typically stores sweet treats?,Jacuzzi,Cookie jar,Shrimp boat,21700000,19700000,4240000,77700,3970000,197000,39400000,265000,63200,1300,0,0,0
1434,1434,989220486604361733,Kissing,Denver’s Union Station once banned which of these things?,Whistling,Wearing red,Kissing,2670000,85600000,50300000,47000,43000,255000,76400,663,155,41900,0,0,0
1435,1435,989220226117132288,Lizard,Which of these creatures is NOT represented by a professional Japanese baseball team?,Dragon,Carp,Lizard,113000000,7430000,16400000,383000,19400,17100,316000,47100,18200,39100,1,2,1
1436,1436,989219858263965697,Javelin,"In the film version of “Matilda,” which Olympic sport did Miss Trunchbull compete in?",Pole vault,Fencing,Javelin,2990000,64500000,3260000,318,102,69,1550,7,5,167,1,1,4
1437,1437,989219557138227201,Star Trek,The game now known as laser tag began as a 1979 toy inspired by what franchise?,Star Trek,The Jetsons,Doctor Who,35400000,1000000,195000000,17100,1470,16300,19300,3400,149,1340,5,1,1
1438,1438,989219338845646848,Thoroughgood,The 20th century US Supreme Court Justice Marshall was born with what first name?,Thoroughly,Thergood,Thoroughgood,31300000,2710,45500,106000,15400,9530,1520000,378000,1,233,0,0,1
1439,1439,989219195824066560,Shiplap,Which of these terms refers to a popular type of wooden board used for decorating?,Shiplap,Boatcull,Craftpanel,1240000,17,5740,741000,0,813,26300000,491000,0,2,0,0,0
1440,1440,989219032640434177,Tardiness,Which of these would be considered a peccadillo?,Tardiness,Identity theft,Kidnapping,1750000,10600000,33200000,2430,4780,3600,29300,59,762,606,0,0,0
1441,1441,989218877224767489,Hexagon,Which of these shapes has the most sides?,Hexagon,Pentagon,Rhombus,13700000,7220000,978000,1980000,385000,63000,99300000,1090000,572000,52700,1,0,0
1442,1442,989218745599053824,Taking off a sweater,Which of these is most likely to cause hair static?,Peeling an orange,Eating too much tuna,Taking off a sweater,3730000,2950000,12500000,333000,56100,6640000,4340000,344,2,29,0,0,0
1443,1443,989218619765780481,Trimesters,The duration of a pregnancy is usually measured in what?,Laughter,Trimesters,Cups of decaf,17100000,13600000,954000,2380000,1610000,21600,1810000,315000,69800,170,0,0,0
1444,1444,988948374614364161,Franklin Roosevelt,Which US president did NOT win a Nobel Peace Prize?,Woodrow Wilson,Franklin Roosevelt,Teddy Roosevelt,1710000,8730000,928000,576000,56200,52600,953000,23800,7030,10600,0,0,0
1445,1445,988948164437774336,Armamentarium,Which of these would a doctor most likely make use of?,Clinopinacoid,Xiphiplastron,Armamentarium,659,1130,291000,291,505,49100,396000000,276,466,38800,0,0,0
1446,1446,988947995084361729,Mr. Show,The lead actor in “Better Call Saul” starred on what ’90s sketch comedy TV series?,Mr. Show,The State,Kids in the Hall,244000000,458000000,156000000,7230,7560,3260,9220,191,1410,45,0,0,0
1447,1447,988947815773691905,Rorqual,Which animal is NOT a species of wild cat?,Rorqual,Oncilla,Margay,85700,25100,270000,5520,12000,328000,8530000,4820,9920,20800,0,0,0
1448,1448,988947656222404609,Corona,Which of these terms refers to the outer region of the Sun’s atmosphere?,Tacoma,Corona,Zygoma,9830000,22200000,464000,8620,21400,118,612000,626,20100,7,0,14,0
1449,1449,988947501238583296,Indiana,Which state’s capital contains the name of the state?,Indiana,Iowa,Maine,48400000,36800000,39800000,892000,1590000,422000,37700000,1130000,811000,313000,0,0,0
1450,1450,988947278323961856,Circle,What shape best describes the USDA’s current diagram of a balanced diet?,Square,Pyramid,Circle,446000000,34500000,216000000,73000,23900,66900,258000,65300,5310,6140,1,10,2
1451,1451,988947115035504640,Negative,"By definition, numbers that are less than zero are classified as what?",Imaginary,Negative,Transcendental,9300000,225000000,2800000,2130000,8780000,1110000,11400000,2000000,7960000,110000,2,12,0
1452,1452,988946959791742976,Crimson,Which of these is a shade of red?,Crimson,Turquoise,Emerald,33400000,232000000,26800000,3030000,37100000,7760000,29700000,2660000,9600000,7630000,0,0,0
1453,1453,988946790480273409,Goose,Which of these animals is usually the smallest?,Goose,Moose,Bruce Willis,22900000,18100000,7900000,3800000,82500,580000,40200000,2000000,77500,718000,0,0,0
1454,1454,988946643872632832,Dryer,Clothes normally go from a washing machine to what other machine?,Fax,Dryer,ATM,209000000,66500000,41100000,28600000,2550000,106000,5180000,678000,1010000,398000,0,1,0
1455,1455,988857991398084608,The Outsiders,Paul Newman is mentioned in the first line of what novel?,The Hustler,The Outsiders,Get Shorty,6530000,5000000,6240000,19900,25700,42400,807000,6900,9880,2150,0,7,0
1456,1456,988857768307195904,Brobdingnagian,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,Brobdingnagian,Lilliputian,Gargantuan,36200,108000,1280000,106,183,156,54900,84,74,106,4,0,0
1457,1457,988857587662774273,Lord Kelvin,Which of these scientists has a common tie knot named in his honor?,Ernest Rutherford,Joseph Priestley,Lord Kelvin,182000,178000,571000,19500,1980,25400,1740000,742,1480,95,0,0,0
1458,1458,988857396557688833,Peter Pan,Meat Loaf’s album “Bat Out of Hell” features songs originally written for a musical about who?,James Dean,Dracula,Peter Pan,34300000,7960000,23000000,3920,118,2110,6360,593,99,333,0,0,1
1459,1459,988857230295490561,Scarface,"Because he likes the “lessons,” what film has the rapper known as Puff Daddy watched at least 63 times?",Scarface,Big,Titanic,2190000,607000000,11700000,3730,40000,1350,9370,239,39300,1320,2,0,0
1460,1460,988857022459383810,Jaw,The digastric muscle can be found directly under what body part?,Jaw,Heart,Stomach,90000000,1050000000,34700000,39200,22100,27100,45900,14700,14300,7500,4,0,0
1461,1461,988856865605013504,Malcolm in the Middle,“Boss of Me” by They Might Be Giants was the theme song to what sitcom?,30 Rock,Malcolm in the Middle,The Office,326000000,8440000,496000000,120,960,471,424,160,151,206,0,6,0
1462,1462,988856722847686656,Boxing,The Golden Glove is a US prize given out to top performers in what sport?,Bowling,UFC,Boxing,49000000,20200000,74900000,835000,49200,686000,1810000,57800,34700,128000,0,0,1
1463,1463,988856545147531265,Mars,NASA’s Curiosity Rover was built to explore the surface of what?,The moon,Jupiter,Mars,139000000,16500000,92600000,278000,31900,139000,419000,48200,29900,103000,0,0,21
1464,1464,988856379417952257,Fickle,Which of these words is a synonym for “unstable”?,Trickle,Sickle,Fickle,2490000,2560000,1320000,18000,14600,12100,118000,12900,1560,10800,0,0,0
1465,1465,988856219719872512,Muffins,Which of these is typically sold in a bakery?,Muffins,Top hats,Power saws,18000000,172000000,54300000,830000,691000,640000,1380000,481000,48700,48200,0,0,0
1466,1466,988856070591385602,James Bond,Author Ian Fleming created what spy code-named 007?,Spyler the Creator,James Bond,Spyin’ Gosling,234,35900000,3450,4,17700,54,6910,0,15100,0,0,16,0
1467,1467,988586093162500096,Lolita,In which of these novels is the first word the same as the title?,Lolita,Frankenstein,Dracula,7060000,8780000,7960000,69900,203000,114000,20100000,83900,380000,109000,0,0,0
1468,1468,988585934881984512,Abraham Lincoln,Charles Darwin was born on the same exact date and year as which president?,Thomas Jefferson,Abraham Lincoln,Theodore Roosevelt,20500000,8930000,1730000,66100,26100,7690,107000,28200,13400,18400,0,5,0
1469,1469,988585742057332737,France,Which of these countries relies on nuclear power for more than 75 percent of its electricity?,France,Russia,Japan,470000000,808000000,1370000000,90900,670000,836000,607000,717000,454000,69100,15,0,0
1470,1470,988585587887230977,Vanilla Ice,Which of these celebrities is NOT mentioned by name in LFO’s “Summer Girls”?,Michael J. Fox,Macaulay Culkin,Vanilla Ice,26600000,1780000,13800000,165,49,294,1050,37,32,215,0,0,0
1471,1471,988585380726353920,Christian Science,Which of these religious movements was founded by a woman?,Jehovah’s Witnesses,Christian Science,Rastafari,1940000,39800000,875000,381000,1760000,331000,21500000,88400,70400,41000,0,0,0
1472,1472,988585192767082503,Paul McCartney,Which singer’s daughter was once the creative director of French fashion house Chloé?,Steven Tyler,Paul McCartney,David Bowie,10700000,14800000,10200000,424000,883000,85300,1480000,34700,299000,60700,0,2,0
1473,1473,988585013687083009,Chameleon,You would find a cloaca in the digestive system of which of these animals?,Caterpillar,Chameleon,Chimpanzee,14500000,9780000,2550000,5790,2750,2660,26700,741,522,238,0,0,0
1474,1474,988584864290168836,Hypotenuse,The longest side of a right triangle is called the what?,Hypotension,Hypothalamus,Hypotenuse,2100000,2380000,227000,382,14800,38300,411000,290,23800,22900,0,0,12
1475,1475,988584713848836096,Synonym,Which of these is another word for “another word for”?,Zimmerman,Synonym,Cinnamon,5860000,17000000,19900000,5250,27900,8970,544000,4090,10600,10000,0,1,0
1476,1476,988584554675036162,Earworm,A catchy song is sometimes referred to as what?,Hair tarantula,Face-spider,Earworm,780000,25900000,278000,5970,69000,12300,1170000,2,9,9520,0,0,6
1477,1477,988495664094044162,Cupcake,"In the children’s book, which of these foods did “The Very Hungry Caterpillar” eat?",Banana,Pizza,Cupcake,50500000,92400000,24900000,19200,26500,48300,341000,14600,26000,35500,0,0,0
1478,1478,988495433440874498,Big brother,"In Psy’s viral 2012 song from South Korea, the term “oppa” loosely translates to which of these?",Big time,Big brother,Big spender,1250000000,202000000,828000,9,5,1,5,1,2,1,1,1,0
1479,1479,988495253903683586,Florida,Which state is home to a NASA facility named for the 35th US president?,Texas,Florida,Virginia,409000000,365000000,84700000,25800,6390,30600,36700,4850,3700,22100,0,1,0
1480,1480,988495051054608384,Japan,The concept now known as the “uncanny valley” was created by a scientist from what country?,Japan,USA,France,1370000000,484000000,470000000,18000,31600,18000,40200,7590,5540,4900,5,0,0
1481,1481,988494904199405568,Oregon,Which of these US states does NOT have a sales tax?,Ohio,Oklahoma,Oregon,67800000,40500000,163000000,7980000,2180000,2190000,78800000,3380000,1290000,1350000,0,0,1
1482,1482,988494751426064385,Roulette,Which of these is also known as “the devil’s game”?,Blackjack,Roulette,Poker,3960000,7460000,24300000,142,157,343,1660,142,156,138,1,6,0
1483,1483,988494561499545600,Music of the Heart,The director of the horror classic “Scream” also directed which film?,Mr. Holland’s Opus,Music of the Heart,School of Rock,79200,311000000,189000000,10400,353000,130000,543000,583,22000,15400,0,1,0
1484,1484,988494393844883458,Answer a riddle,"According to lore, what did the Sphinx ask for before allowing visitors into Thebes?",Offer a gift,Pay a toll,Answer a riddle,110000000,73100000,6470000,4030,3280,140,4740,3,6,3,1,1,1
1485,1485,988494216115474433,First generation iPhone,The camera was first featured in which iPhone model?,iPhone 3GS,iPhone 3G,First generation iPhone,2550000,15400000,32100000,120000,2620000,16400000,75800000,59300,69700,2480,0,0,0
1486,1486,988494106040193024,Jumbo shrimp,Which of these is considered an oxymoron?,Jumbo shrimp,Sizzling fajitas,Albino alligator,1720000,326000,271000,3830,92,7380,804000,3140,7,45,0,0,0
1487,1487,988493887604953093,Jaywalking,What is the term for illegally crossing the street while not at a crosswalk?,Joewalking,Mikewalking,Jaywalking,4190,1830,461000,6,1,3200,59200,1,1,2120,0,0,7
1488,1488,988493746647044101,Cheese,Which of these sandwiches is often grilled?,Cheese,Knuckle,Earl,93800000,12000000,18000000,2330000,26800,26900,1280000,1990000,14900,20500,13,0,1
1489,1489,988224405699522560,Leonard Cohen,Which person is NOT mentioned in REM’s “It’s the End of the World as We Know It”?,Leonard Cohen,Leonid Brezhnev,Lester Bangs,5120000,56100,688000,737,190,1720,10400,710,183,161,0,0,1
1490,1490,988224182910668800,Lutetia,Which of these major ancient cities was located the farthest north?,Carthage,Lutetia,Byzantium,2730000,184000,932000,22700,1180,46900,1080000,20300,361,4860,0,0,0
1491,1491,988224002542964736,Spanish silver dollar,"When the US dollar currency was created, what was its value pegged to?",Price of gold,French franc,Spanish silver dollar,367000000,6850000,3120000,881000,95100,762000,421000,90000,5590,181,0,0,0
1492,1492,988223707603709952,Property tax,What kind of tax does NOT apply in the regular edition of Monopoly?,Property tax,Poor tax,Income tax,147000000,52000000,41800000,1510000,1290000,2040000,1640000,17000,557,293000,0,0,5
1493,1493,988223531170320384,Lil Yachty,Which of these rappers is the tallest?,Lil Yachty,Lil Uzi Vert,Lil Wayne,1130000,2020000,9280000,8100,2020,12400,46100,1080,455,3930,0,0,0
1494,1494,988223320758931456,Maryland,Which of these US states’ capitals has the fewest residents?,Maryland,Minnesota,Iowa,159000000,38800000,36800000,290000,293000,53500,11100,76000,86800,33900,0,0,0
1495,1495,988223148469473280,Indiana Pacers,Legendary NBA player Larry Bird went on to coach what team?,Boston Celtics,Indiana Pacers,Los Angeles Lakers,5150000,7470000,7510000,61000,37500,234000,939000,36700,27600,64100,1,5,0
1496,1496,988222969116839937,Scotland,"According to the author of “Harry Potter,” where is Hogwarts?",Ireland,England,Scotland,172000000,122000000,39700000,70400,796000,55500,806000,37000,89800,37000,0,0,0
1497,1497,988222764933840896,Humongous,Which of these synonyms for “large” was coined most recently?,Prodigious,Humongous,Ginormous,1310000,1100000,654000,12600,68700,14900,39100,1500,391,196,0,3,2
1498,1498,988222596205498374,Italy,"In “The Silence of the Lambs,” Hannibal Lecter paired his fava beans with a wine from what country?",France,Italy,Argentina,470000000,371000000,198000000,103,331,114,455,66,57,7,0,0,0
1499,1499,988222426138988544,Malicious,The tech term “malware” combines what word with software?,Malicious,Malfunctioning,Malevolent,6220000,22500000,1440000,14300,76600,2420,26900,13800,2990,457,8,0,0
